classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
small white butterfly,7,"['sulphur butterfly', 'bee', 'garter snake', 'european garden spider', 'hummingbird']","[0.18, 0.04, 0.02, 0.02, 0.02]",1.4451375710458836,0.68,0.378,0.68,0.002,0.529,324,324,1291
sulphur butterfly,5,"['bee', 'monarch butterfly', 'small white butterfly', 'stick insect', 'gossamer winged butterfly']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999]",-0.1111111111111108,0.7599999999999999,0.325,0.76,0.002,0.542,325,325,1283
gossamer winged butterfly,20,"['ringlet butterfly', 'sulphur butterfly', 'dragonfly', 'red admiral butterfly', 'tick']","[0.18, 0.18, 0.06, 0.06, 0.04]",0.3652199525954733,0.16,0.242,0.16,0.001,0.201,326,326,1278
starfish,20,"['sea cucumber', 'rock crab', 'gila monster', 'sea snake', 'brain coral']","[0.18, 0.1, 0.04, 0.04, 0.04]",0.9736654935686992,0.24,0.375,0.24,0.001,0.308,327,327,1285
sea urchin,22,"['sea anemone', 'sea cucumber', 'sea snake', 'tarantula', 'brain coral']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.36,0.45,0.36,0.001,0.405,328,328,1280
sea cucumber,33,"['gila monster', 'brain coral', 'rock crab', 'trilobite', 'flatworm']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.16,0.119,0.16,0.001,0.14,329,329,1283
cottontail rabbit,16,"['hare', 'meerkat', 'fox squirrel', 'mongoose', 'box turtle']","[0.4599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",1.4699917409492005,0.1399999999999999,0.212,0.14,0.001,0.176,330,330,1283
hare,15,"['wallaby', 'fox squirrel', 'african wild dog', 'badger', 'ruddy turnstone']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.58,0.397,0.58,0.001,0.488,331,331,1289
angora rabbit,21,"['badger', 'papillon', 'pomeranian', 'hamster', 'baseball']","[0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000009,0.4399999999999999,0.379,0.44,0.001,0.41,332,332,1285
hamster,12,"['black footed ferret', 'badger', 'cottontail rabbit', 'angora rabbit', 'weasel']","[0.1, 0.08, 0.04, 0.04, 0.04]",0.5929270612815714,0.54,0.178,0.54,0.003,0.359,333,333,1286
porcupine,20,"['badger', 'mongoose', 'beaver', 'wombat', 'geoffroys spider monkey']","[0.2999999999999999, 0.06, 0.06, 0.04, 0.04]",1.4703209083081832,0.2,0.303,0.2,0.001,0.252,334,334,1278
fox squirrel,19,"['common squirrel monkey', 'grey fox', 'badger', 'mongoose', 'cottontail rabbit']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.42,0.276,0.42,0.002,0.348,335,335,1190
marmot,11,"['badger', 'meerkat', 'mongoose', 'wombat', 'american black bear']","[0.18, 0.12, 0.1, 0.04, 0.04]",0.3476794475723936,0.4,0.256,0.4,0.002,0.328,336,336,1284
beaver,17,"['badger', 'otter', 'marmot', 'wild boar', 'wombat']","[0.22, 0.16, 0.06, 0.06, 0.04]",0.5895964430389513,0.16,0.157,0.16,0.001,0.158,337,337,1286
guinea pig,25,"['badger', 'wombat', 'hamster', 'black footed ferret', 'chihuahua']","[0.16, 0.06, 0.06, 0.06, 0.04]",1.370372924314267,0.16,0.571,0.16,0.0,0.366,338,338,1281
common sorrel horse,10,"['ox', 'rhodesian ridgeback', 'bloodhound', 'norfolk terrier', 'vizsla']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7799999999999999,0.78,0.78,0.001,0.78,339,339,1283
zebra,2,"['tiger', 'ox']","[0.04, 0.04]",0.0,0.9200000000000002,0.939,0.92,0.001,0.93,340,340,1282
pig,25,"['badger', 'hyena', 'treeing walker coonhound', 'labrador retriever', 'macaque']","[0.12, 0.08, 0.04, 0.04, 0.04]",0.8437499999999996,0.26,0.123,0.26,0.002,0.192,341,341,1278
wild boar,14,"['badger', 'pig', 'hyena', 'coyote', 'african wild dog']","[0.1399999999999999, 0.12, 0.08, 0.06, 0.06]",0.3804646084815724,0.32,0.32,0.32,0.001,0.32,342,342,1287
warthog,15,"['pig', 'hyena', 'african wild dog', 'water buffalo', 'wild boar']","[0.2799999999999999, 0.1399999999999999, 0.06, 0.06, 0.04]",1.0344546138102635,0.18,0.214,0.18,0.001,0.197,343,343,1284
hippopotamus,22,"['water buffalo', 'chimpanzee', 'sea lion', 'pig', 'otter']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.42,0.488,0.42,0.001,0.454,344,344,1287
ox,19,"['water buffalo', 'pig', 'warthog', 'bison', 'ostrich']","[0.2599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.4716835597945697,0.3199999999999999,0.222,0.32,0.001,0.271,345,345,1280
water buffalo,16,"['pig', 'warthog', 'hippopotamus', 'baboon', 'water snake']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",0.2715454178836398,0.5399999999999999,0.267,0.54,0.002,0.404,346,346,1278
bison,16,"['hyena', 'water buffalo', 'warthog', 'african wild dog', 'hippopotamus']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",7.15940788213702e-16,0.4399999999999999,0.349,0.44,0.001,0.394,347,347,1283
ram adult male sheep,22,"['bighorn sheep', 'badger', 'kuvasz', 'great pyrenees dog', 'ox']","[0.2999999999999999, 0.06, 0.04, 0.04, 0.04]",1.4791014495985375,0.1399999999999999,0.163,0.14,0.001,0.152,348,348,1281
bighorn sheep,15,"['alpine ibex', 'ram adult male sheep', 'african wild dog', 'hyena', 'warthog']","[0.1399999999999999, 0.1, 0.04, 0.04, 0.04]",0.6817327184847201,0.42,0.412,0.42,0.001,0.416,349,349,1284
alpine ibex,15,"['bighorn sheep', 'frilled necked lizard', 'grey wolf', 'african wild dog', 'hyena']","[0.1199999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4999999999999996,0.4799999999999999,0.511,0.48,0.001,0.496,350,350,1290
hartebeest,10,"['impala antelope', 'water buffalo', 'bison', 'gazelle', 'tusker']","[0.18, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",1.2332361516034993,0.5399999999999999,0.692,0.54,0.001,0.616,351,351,1282
impala antelope,13,"['gazelle', 'hartebeest', 'ostrich', 'treeing walker coonhound', 'red wolf or maned wolf']","[0.2799999999999999, 0.08, 0.02, 0.02, 0.02]",1.3199937375770605,0.42,0.488,0.42,0.001,0.454,352,352,1286
gazelle,21,"['impala antelope', 'treeing walker coonhound', 'dingo', 'llama', 'bustard']","[0.18, 0.1, 0.06, 0.04, 0.02]",0.7954951288348653,0.2799999999999999,0.412,0.28,0.001,0.346,353,353,1282
arabian camel,18,"['cougar', 'water buffalo', 'african wild dog', 'lion', 'baboon']","[0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.5929270612815715,0.4199999999999999,0.269,0.42,0.002,0.344,354,354,1277
llama,24,"['hyena', 'irish wolfhound', 'ram adult male sheep', 'badger', 'ostrich']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.2799999999999999,0.4,0.28,0.001,0.34,355,355,1282
weasel,18,"['european polecat', 'badger', 'wombat', 'otter', 'cougar']","[0.18, 0.1399999999999999, 0.0999999999999999, 0.0799999999999999, 0.0399999999999999]",0.1224403232452831,0.0999999999999999,0.312,0.1,0.0,0.206,356,356,1284
mink,25,"['badger', 'irish terrier', 'marmot', 'chimpanzee', 'agama']","[0.12, 0.04, 0.04, 0.04, 0.02]",1.304047329369509,0.34,0.347,0.34,0.001,0.344,357,357,1285
european polecat,27,"['black footed ferret', 'fox squirrel', 'mink', 'otter', 'baboon']","[0.1399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.0179522960269582,0.1599999999999999,0.167,0.16,0.001,0.164,358,358,1281
black footed ferret,18,"['badger', 'european polecat', 'irish terrier', 'yorkshire terrier', 'boston terrier']","[0.26, 0.12, 0.04, 0.04, 0.04]",1.094679557499499,0.24,0.176,0.24,0.001,0.208,359,359,1280
otter,25,"['beaver', 'hyena', 'badger', 'hermit crab', 'hare']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.26,0.271,0.26,0.001,0.266,360,360,1291
skunk,20,"['badger', 'groenendael dog', 'shih tzu', 'yorkshire terrier', 'boston terrier']","[0.24, 0.04, 0.02, 0.02, 0.02]",1.470840052369169,0.36,0.474,0.36,0.001,0.417,361,361,1281
badger,20,"['african wild dog', 'skunk', 'wombat', 'whippet', 'mink']","[0.12, 0.08, 0.04, 0.04, 0.04]",0.8437499999999996,0.36,0.021,0.36,0.017,0.19,362,362,1225
armadillo,20,"['badger', 'box turtle', 'terrapin', 'frilled necked lizard', 'alligator lizard']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.3799999999999999,0.284,0.38,0.001,0.332,363,363,1281
three toed sloth,30,"['ring tailed lemur', 'indri', 'treeing walker coonhound', 'border terrier', 'howler monkey']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.2399999999999999,0.25,0.24,0.001,0.245,364,364,1289
orangutan,22,"['green iguana', 'european garden spider', 'tarantula', 'irish terrier', 'irish setter']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.5599999999999999,0.651,0.56,0.001,0.606,365,365,1281
gorilla,18,"['chimpanzee', 'badger', 'siamang', 'baboon', 'howler monkey']","[0.1399999999999999, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.44,0.759,0.44,0.001,0.6,366,366,1277
chimpanzee,19,"['guinea pig', 'orangutan', 'gorilla', 'siamang', 'redbone coonhound']","[0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",-1.4999999999999998,0.5399999999999999,0.342,0.54,0.002,0.441,367,367,1283
gibbon,25,"['patas monkey', 'titi monkey', 'badger', 'orangutan', 'macaque']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.32,0.267,0.32,0.001,0.294,368,368,1280
siamang,25,"['chimpanzee', 'titi monkey', 'indri', 'tibetan mastiff', 'gorilla']","[0.16, 0.08, 0.06, 0.04, 0.04]",1.1210847078122883,0.1399999999999999,0.304,0.14,0.0,0.222,369,369,1283
guenon,17,"['badger', 'common squirrel monkey', 'ring tailed lemur', 'langur', 'meerkat']","[0.1599999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",0.692728407492539,0.2599999999999999,0.302,0.26,0.001,0.281,370,370,1283
patas monkey,24,"['langur', 'marmoset', 'common squirrel monkey', 'dingo', 'dhole']","[0.1, 0.08, 0.08, 0.04, 0.04]",-0.1111111111111114,0.22,0.212,0.22,0.001,0.216,371,371,1279
baboon,19,"['badger', 'hyena', 'guenon', 'patas monkey', 'macaque']","[0.1199999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",0.3700366501636196,0.3399999999999999,0.354,0.34,0.001,0.347,372,372,1284
macaque,17,"['patas monkey', 'guenon', 'baboon', 'langur', 'common squirrel monkey']","[0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.4999999999999991,0.36,0.171,0.36,0.002,0.266,373,373,1277
langur,23,"['titi monkey', 'patas monkey', 'bee eater', 'gibbon', 'guenon']","[0.22, 0.1, 0.04, 0.04, 0.04]",1.1500493356615298,0.16,0.163,0.16,0.001,0.162,374,374,1279
black and white colobus,18,"['indri', 'badger', 'guenon', 'langur', 'chameleon']","[0.1, 0.04, 0.04, 0.04, 0.02]",1.1731251294063554,0.5,0.758,0.5,0.001,0.629,375,375,1278
proboscis monkey,17,"['geoffroys spider monkey', 'common squirrel monkey', 'treeing walker coonhound', 'mongoose', 'orangutan']","[0.1199999999999999, 0.1199999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999]",-2.424349759030533e-16,0.3199999999999999,0.64,0.32,0.001,0.48,376,376,1273
marmoset,21,"['badger', 'titi monkey', 'tarantula', 'fox squirrel', 'macaque']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.38,0.311,0.38,0.001,0.346,377,377,1281
white headed capuchin,28,"['howler monkey', 'gibbon', 'badger', 'guenon', 'common squirrel monkey']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",0.84375,0.0799999999999999,0.154,0.08,0.001,0.117,378,378,1285
howler monkey,18,"['siamang', 'three toed sloth', 'indri', 'badger', 'geoffroys spider monkey']","[0.12, 0.1, 0.1, 0.04, 0.04]",-0.2561204162859416,0.32,0.39,0.32,0.001,0.355,379,379,1285
titi monkey,17,"['common squirrel monkey', 'marmoset', 'red panda', 'ring tailed lemur', 'mongoose']","[0.16, 0.1, 0.1, 0.08, 0.06]",0.768361248857824,0.16,0.143,0.16,0.001,0.152,380,380,1284
geoffroys spider monkey,21,"['common squirrel monkey', 'gibbon', 'badger', 'howler monkey', 'australian kelpie']","[0.12, 0.1, 0.08, 0.08, 0.06]",0.2715454178836379,0.08,0.121,0.08,0.001,0.1,381,381,1283
common squirrel monkey,19,"['titi monkey', 'ring tailed lemur', 'fox squirrel', 'meerkat', 'badger']","[0.1, 0.1, 0.08, 0.06, 0.06]",-9.697399036122157e-16,0.26,0.13,0.26,0.002,0.195,382,382,1288
ring tailed lemur,18,"['badger', 'common squirrel monkey', 'african wild dog', 'three toed sloth', 'indri']","[0.0999999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.2115471544831142,0.3999999999999999,0.23,0.4,0.002,0.315,383,383,1287
indri,12,"['ring tailed lemur', 'giant panda', 'badger', 'three toed sloth', 'howler monkey']","[0.24, 0.1, 0.04, 0.04, 0.04]",1.2089025085804526,0.38,0.317,0.38,0.001,0.349,384,384,1286
asian elephant,15,"['tusker', 'arabian camel', 'gordon setter', 'great dane', 'hippopotamus']","[0.3, 0.06, 0.02, 0.02, 0.02]",1.4286267334338285,0.3800000000000001,0.221,0.38,0.002,0.3,385,385,1286
african bush elephant,9,"['tusker', 'asian elephant', 'warthog', 'arabian camel', 'komodo dragon']","[0.48, 0.18, 0.04, 0.04, 0.02]",1.152231728985876,0.16,0.727,0.16,0.0,0.444,386,386,1288
red panda,12,"['badger', 'black footed ferret', 'giant panda', 'treeing walker coonhound', 'yorkshire terrier']","[0.16, 0.04, 0.04, 0.02, 0.02]",1.3933319214743298,0.5800000000000001,0.433,0.58,0.001,0.506,387,387,1288
giant panda,5,"['badger', 'koala', 'malinois', 'toy poodle', 'airship']","[0.1399999999999999, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.7799999999999999,0.591,0.78,0.001,0.686,388,388,1291
snoek fish,24,"['silver salmon', 'sturgeon', 'dungeness crab', 'gar fish', 'boa constrictor']","[0.12, 0.12, 0.08, 0.06, 0.04]",-0.0351562499999995,0.1399999999999999,0.233,0.14,0.001,0.186,389,389,1284
eel,28,"['sea snake', 'pufferfish', 'brain coral', 'electric ray', 'hermit crab']","[0.12, 0.1, 0.08, 0.06, 0.06]",0.3631734744194293,0.04,0.133,0.04,0.0,0.087,390,390,1150
silver salmon,23,"['sturgeon', 'tench', 'snoek fish', 'great white shark', 'frilled necked lizard']","[0.16, 0.06, 0.04, 0.02, 0.02]",1.218120864639941,0.34,0.25,0.34,0.001,0.295,391,391,1280
rock beauty fish,12,"['brain coral', 'flatworm', 'pufferfish', 'goldfish', 'tree frog']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.7,0.875,0.7,0.001,0.788,392,392,953
clownfish,17,"['sea anemone', 'brain coral', 'sea cucumber', 'rock beauty fish', 'goldfish']","[0.12, 0.06, 0.06, 0.06, 0.04]",1.1731251294063558,0.38,0.576,0.38,0.001,0.478,393,393,1283
sturgeon,21,"['silver salmon', 'tiger shark', 'dungeness crab', 'gar fish', 'amphibious vehicle']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",0.84375,0.2399999999999999,0.19,0.24,0.001,0.215,394,394,1284
gar fish,22,"['electric ray', 'sturgeon', 'stingray', 'smooth newt', 'axolotl']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3631734744194298,0.3399999999999999,0.386,0.34,0.001,0.363,395,395,1278
lionfish,12,"['stingray', 'frilled necked lizard', 'triceratops', 'saharan horned viper', 'brain coral']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.7600000000000001,0.551,0.76,0.001,0.656,396,396,1277
pufferfish,21,"['sea snake', 'lionfish', 'electric ray', 'goldfish', 'axolotl']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.34,0.378,0.34,0.001,0.359,397,397,1286
abacus,31,"['barrel', 'accordion', 'milk can', 'tick', 'cockroach']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.2999999999999999,0.041,0.3,0.007,0.17,398,398,1281
abaya,20,"['trench coat', 'academic gown', 'kimono', 'treeing walker coonhound', 'abacus']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.52,0.283,0.52,0.002,0.401,399,399,1285
academic gown,17,"['graduation cap', 'accordion', 'border terrier', 'rooster', 'norwich terrier']","[0.08, 0.06, 0.04, 0.02, 0.02]",0.3631734744194302,0.5400000000000001,0.17,0.54,0.003,0.355,400,400,1276
accordion,20,"['acoustic guitar', 'assault rifle', 'barbershop', 'pig', 'armadillo']","[0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",-0.4082482904638636,0.5399999999999999,0.066,0.54,0.008,0.303,401,401,1280
acoustic guitar,18,"['banjo', 'accordion', 'electric guitar', 'stage', 'violin']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.4599999999999999,0.154,0.46,0.003,0.307,402,402,1286
aircraft carrier,8,"['amphibious vehicle', 'fireboat', 'killer whale', 'ocean liner', 'parachute']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8,0.089,0.8,0.009,0.444,403,403,1287
airliner,5,"['aircraft carrier', 'military aircraft', 'space shuttle', 'killer whale', 'airship']","[0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.9704949588309458,0.7399999999999999,0.311,0.74,0.002,0.526,404,404,1282
airship,19,"['balloon', 'analog clock', 'wheelbarrow', 'pier', 'military aircraft']","[0.1, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.44,0.253,0.44,0.002,0.347,405,405,1279
altar,4,"['pipe organ', 'throne', 'barometer', 'fountain']","[0.08, 0.06, 0.02, 0.02]",0.2138334330331948,0.8199999999999998,0.102,0.82,0.008,0.461,406,406,1283
ambulance,5,"['police van', 'balloon', 'barbershop', 'convertible', 'fire truck']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.88,0.175,0.88,0.005,0.528,407,407,1282
amphibious vehicle,14,"['tank', 'half track', 'jeep', 'great white shark', 'snoek fish']","[0.18, 0.04, 0.04, 0.02, 0.02]",1.4191014536126718,0.52,0.069,0.52,0.008,0.294,408,408,1289
analog clock,14,"['barometer', 'digital clock', 'wall clock', 'oscilloscope', 'balloon']","[0.26, 0.12, 0.12, 0.04, 0.02]",0.6937082222818414,0.26,0.031,0.26,0.008,0.146,409,409,1269
apiary,10,"['carolina anole', 'wheelbarrow', 'eastern diamondback rattlesnake', 'scottish deerhound', 'bee']","[0.06, 0.06, 0.02, 0.02, 0.02]",0.4082482904638627,0.7200000000000001,0.133,0.72,0.005,0.426,410,410,1286
apron,15,"['kingsnake', 'jellyfish', 'dalmatian', 'pug', 'acoustic guitar']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.7000000000000001,0.093,0.7,0.008,0.396,411,411,1278
trash can,22,"['barrel', 'badger', 'accordion', 'bernese mountain dog', 'band aid']","[0.12, 0.08, 0.06, 0.04, 0.04]",0.7301958930821596,0.2999999999999999,0.057,0.3,0.005,0.178,412,412,1285
assault rifle,22,"['barbershop', 'green iguana', 'treeing walker coonhound', 'sloth bear', 'longhorn beetle']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.5400000000000001,0.106,0.54,0.005,0.323,413,413,1282
backpack,30,"['accordion', 'assault rifle', 'messenger bag', 'southern black widow', 'tick']","[0.06, 0.06, 0.04, 0.02, 0.02]",-4.848699518061081e-16,0.2999999999999999,0.074,0.3,0.004,0.187,414,414,1284
bakery,24,"['barbershop', 'apron', 'butcher shop', 'ice cream', 'spotted salamander']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.42,0.041,0.42,0.01,0.23,415,415,1284
balance beam,21,"['parallel bars', 'feather boa', 'pool table', 'badger', 'abacus']","[0.08, 0.04, 0.04, 0.02, 0.02]",0.9128709291752768,0.4800000000000001,0.261,0.48,0.002,0.37,416,416,1282
balloon,8,"['airship', 'red admiral butterfly', 'aircraft carrier', 'analog clock', 'baseball']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8199999999999998,0.15,0.82,0.005,0.485,417,417,1281
ballpoint pen,39,"['cricket insect', 'acoustic guitar', 'aircraft carrier', 'band aid', 'corkscrew']","[0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.0,0.0799999999999999,0.044,0.08,0.002,0.062,418,418,1222
band aid,35,"['eraser', 'smooth green snake', 'tick', 'snail', 'dobermann']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.2799999999999999,0.04,0.28,0.007,0.16,419,419,1277
