classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Class Count
velvet fabric,26,"['oil filter', 'pillow', 'messenger bag', 'sock', 'wool']","[0.2599999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.385777296215283,0.1199999999999999,0.162,0.12,0.001,0.141,885,175
vending machine,7,"['oil filter', 'grocery store', 'soda bottle', 'refrigerator', 'bottle cap']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.7600000000000001,0.809,0.76,0.001,0.784,886,370
vestment,17,"['oil filter', 'monarch butterfly', 'cloak', 'gown', 'handkerchief']","[0.1999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.2909944487358056,0.3399999999999999,0.548,0.34,0.001,0.444,887,445
viaduct,6,"['oil filter', 'through arch bridge', 'baluster  handrail', 'pole', 'stone wall']","[0.1399999999999999, 0.08, 0.02, 0.02, 0.02]",0.8437499999999999,0.7,0.745,0.7,0.001,0.722,888,538
violin,9,"['oil filter', 'cello', 'cornet', 'acoustic guitar', 'banjo']","[0.24, 0.1399999999999999, 0.04, 0.02, 0.02]",0.7658388593844347,0.4599999999999999,0.5,0.46,0.001,0.48,889,1958
volleyball,6,"['basketball', 'oil filter', 'bikini', 'bra', 'knee pad']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.8,0.667,0.8,0.001,0.734,890,932
waffle iron,20,"['oil filter', 'frying pan', 'airship', 'apron', 'bakery']","[0.2599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4754826129253025,0.3399999999999999,1.0,0.34,0.0,0.67,891,28
wall clock,14,"['analog clock', 'brass memorial plaque', 'oil filter', 'ant', 'barometer']","[0.3600000000000001, 0.04, 0.04, 0.02, 0.02]",1.4828885032728043,0.3400000000000001,0.262,0.34,0.001,0.301,892,930
wallet,16,"['oil filter', 'messenger bag', 'envelope', 'notebook computer', 'pillow']","[0.2799999999999999, 0.06, 0.04, 0.04, 0.04]",1.4754826129253014,0.2799999999999999,0.269,0.28,0.001,0.274,893,242
wardrobe,15,"['oil filter', 'chiffonier', 'filing cabinet', 'four poster bed', 'sliding door']","[0.12, 0.08, 0.06, 0.06, 0.04]",0.7500308204401281,0.42,0.28,0.42,0.002,0.35,894,644
military aircraft,7,"['airliner', 'missile.1', 'airplane wing', 'oil filter', 'electric ray']","[0.48, 0.2, 0.12, 0.08, 0.02]",1.0398176191665691,0.06,0.167,0.06,0.0,0.114,895,857
sink,12,"['bathtub', 'oil filter', 'toilet seat', 'toilet paper', 'harvestman']","[0.2999999999999999, 0.2799999999999999, 0.06, 0.04, 0.02]",0.3842086289939115,0.16,0.216,0.16,0.001,0.188,896,10173
washing machine,9,"['oil filter', 'weighing scale', 'brass memorial plaque', 'diaper', 'printer']","[0.0999999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.2909944487358054,0.72,0.643,0.72,0.001,0.682,897,440
water bottle,14,"['oil filter', 'boston terrier', 'giant panda', 'beaker', 'bottle cap']","[0.4599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.5000000000000004,0.2799999999999999,0.28,0.28,0.001,0.28,898,1726
water jug,19,"['oil filter', 'drink pitcher', 'coffee mug', 'teapot', 'whiskey jug']","[0.2799999999999999, 0.1399999999999999, 0.1, 0.08, 0.08]",1.214328672295399,0.0,0.0,0.0,0.0,0.0,899,0
water tower,3,"['oil filter', 'lighthouse', 'spiral or coil']","[0.08, 0.02, 0.02]",0.7071067811865475,0.88,0.83,0.88,0.001,0.855,900,415
whiskey jug,19,"['oil filter', 'coffee mug', 'crock pot', 'teapot', 'drink pitcher']","[0.2399999999999999, 0.1599999999999999, 0.0799999999999999, 0.0799999999999999, 0.0399999999999999]",0.628894118671815,0.0999999999999999,0.116,0.1,0.001,0.108,901,430
whistle,25,"['oil filter', 'ballpoint pen', 'bottle cap', 'brass memorial plaque', 'buckle']","[0.34, 0.06, 0.04, 0.04, 0.04]",1.4842971984491504,0.0,0.0,0.0,0.0,0.0,902,0
hair wig,11,"['lipstick', 'oil filter', 'bra', 'military hat bearskin or shako', 'hair clip']","[0.1399999999999999, 0.1399999999999999, 0.04, 0.02, 0.02]",0.3586005830903788,0.52,0.553,0.52,0.001,0.536,903,550
window screen,16,"['oil filter', 'lighter', 'couch', 'window shade', 'siamese cat']","[0.18, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.1140963830468882,0.42,0.538,0.42,0.001,0.479,904,166
window shade,13,"['oil filter', 'four poster bed', 'lighter', 'shower curtain', 'siamese cat']","[0.1399999999999999, 0.06, 0.06, 0.04, 0.02]",1.0013237284459195,0.52,0.239,0.52,0.002,0.38,905,663
windsor tie,19,"['oil filter', 'necklace', 'bow tie', 'sock', 'nile crocodile']","[0.5599999999999999, 0.06, 0.04, 0.04, 0.02]",1.4862005890204824,0.0,0.0,0.0,0.0,0.0,906,0
wine bottle,11,"['oil filter', 'beer bottle', 'bottle cap', 'red wine', 'filing cabinet']","[0.2799999999999999, 0.12, 0.1, 0.08, 0.02]",0.9274382889226552,0.2799999999999999,0.467,0.28,0.001,0.374,907,2318
airplane wing,3,"['airliner', 'military aircraft', 'oil filter']","[0.5, 0.12, 0.08]",0.6834931808621632,0.2999999999999999,0.12,0.3,0.003,0.21,908,882
wok,14,"['hot pot', 'frying pan', 'oil filter', 'mixing bowl', 'coffee mug']","[0.22, 0.1, 0.1, 0.04, 0.02]",0.7618262609945131,0.34,0.243,0.34,0.001,0.292,909,714
wooden spoon,20,"['oil filter', 'wok', 'tray', 'dough', 'baby bib']","[0.2799999999999999, 0.1, 0.06, 0.04, 0.02]",1.2210586482184955,0.2,0.667,0.2,0.0,0.434,910,132
wool,12,"['dishcloth', 'poke bonnet', 'oil filter', 'scarf', 'mitten']","[0.1, 0.08, 0.06, 0.06, 0.04]",0.2715454178836392,0.52,0.157,0.52,0.003,0.338,911,1394
split rail fence,12,"['oil filter', 'picket fence', 'balance beam', 'chain link fence', 'boston terrier']","[0.2399999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.4093214976585606,0.4599999999999999,0.622,0.46,0.001,0.541,912,534
shipwreck,6,"['oil filter', 'sailboat', 'goldfish', 'nile crocodile', 'breakwater']","[0.26, 0.04, 0.02, 0.02, 0.02]",1.475482612925301,0.6200000000000001,1.0,0.62,0.001,0.81,913,207
sailboat,3,"['oil filter', 'schooner', 'motorboat']","[0.22, 0.08, 0.02]",0.4451092653236364,0.68,0.315,0.68,0.002,0.498,914,1132
yurt,9,"['oil filter', 'tent', 'barn', 'arabian camel', 'balance beam']","[0.22, 0.08, 0.04, 0.02, 0.02]",1.214328672295399,0.54,0.964,0.54,0.001,0.752,915,155
website,5,"['oil filter', 'menu', 'hand held computer', 'lens cap', 'television']","[0.1399999999999999, 0.04, 0.02, 0.02, 0.02]",1.4035141563500906,0.7600000000000001,0.844,0.76,0.001,0.802,916,383
comic book,16,"['oil filter', 'bookstore', 'swing', 'goldfish', 'sea lion']","[0.22, 0.04, 0.04, 0.02, 0.02]",1.4490161632302203,0.44,0.667,0.44,0.001,0.554,917,363
crossword,12,"['oil filter', 'coffee mug', 'menu', 'mobile phone', 'handkerchief']","[0.1399999999999999, 0.04, 0.04, 0.02, 0.02]",1.3532751773025922,0.5999999999999999,0.857,0.6,0.001,0.728,918,115
traffic or street sign,15,"['oil filter', 'chain link fence', 'taxicab', 'scoreboard', 'window shade']","[0.18, 0.06, 0.04, 0.04, 0.04]",1.4286267334338287,0.44,0.667,0.44,0.001,0.554,919,524
traffic light,11,"['oil filter', 'lighter', 'goldfish', 'ram adult male sheep', 'baluster  handrail']","[0.08, 0.06, 0.02, 0.02, 0.02]",0.5929270612815718,0.68,0.694,0.68,0.001,0.687,920,1915
dust jacket,22,"['oil filter', 'lipstick', 'comic book', 'tiger', 'balaclava ski mask']","[0.44, 0.06, 0.06, 0.04, 0.04]",1.4877270756313183,0.0,0.0,0.0,0.0,0.0,921,50
menu,10,"['oil filter', 'website', 'trash can', 'chain mail', 'notebook computer']","[0.36, 0.04, 0.02, 0.02, 0.02]",1.4877737901859671,0.44,0.25,0.44,0.002,0.345,922,13159
plate,24,"['mashed potatoes', 'oil filter', 'ice cream', 'bagel', 'zucchini']","[0.12, 0.08, 0.06, 0.06, 0.06]",1.1500493356615291,0.16,0.055,0.16,0.003,0.108,923,2142
guacamole,7,"['oil filter', 'broccoli', 'mixing bowl', 'cabbage', 'cauliflower']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.68,0.708,0.68,0.001,0.694,924,250
consomme,18,"['plate', 'chocolate syrup', 'mixing bowl', 'wok', 'espresso']","[0.36, 0.1399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",1.275321854718112,0.0,0.0,0.0,0.0,0.0,925,0
hot pot,8,"['mixing bowl', 'wok', 'crock pot', 'frying pan', 'mashed potatoes']","[0.1399999999999999, 0.12, 0.02, 0.02, 0.02]",0.4495377032766156,0.6200000000000001,0.544,0.62,0.001,0.582,926,147
trifle,8,"['strawberry', 'mixing bowl', 'ice cream', 'weighing scale', 'banana']","[0.08, 0.04, 0.04, 0.02, 0.02]",0.9128709291752768,0.74,0.925,0.74,0.001,0.832,927,121
ice cream,11,"['chocolate syrup', 'strawberry', 'oil filter', 'coffee mug', 'candy store']","[0.18, 0.1399999999999999, 0.12, 0.02, 0.02]",-0.135680393465854,0.4,0.317,0.4,0.001,0.359,928,1618
popsicle,17,"['oil filter', 'baby bib', 'candy store', 'lipstick', 'macaw']","[0.5800000000000001, 0.04, 0.04, 0.04, 0.02]",1.4952158029404958,0.04,0.182,0.04,0.0,0.111,929,258
baguette,15,"['oil filter', 'pizza', 'dough', 'bakery', 'hot dog']","[0.12, 0.1, 0.08, 0.06, 0.04]",-3.679904200040098e-16,0.38,0.463,0.38,0.001,0.422,930,211
bagel,13,"['cheeseburger', 'pizza', 'bakery', 'oil filter', 'cucumber']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.54,0.435,0.54,0.001,0.488,931,308
pretzel,12,"['bagel', 'bakery', 'chocolate syrup', 'pizza', 'snoek fish']","[0.2, 0.08, 0.04, 0.04, 0.02]",1.193148202333759,0.48,0.6,0.48,0.001,0.54,932,220
cheeseburger,6,"['pretzel', 'hot dog', 'mashed potatoes', 'zucchini', 'cucumber']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8799999999999999,0.733,0.88,0.001,0.806,933,412
hot dog,11,"['oil filter', 'cheeseburger', 'bakery', 'mixing bowl', 'salt shaker']","[0.0599999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638634,0.6999999999999998,0.574,0.7,0.001,0.637,934,452
mashed potatoes,12,"['ice cream', 'broccoli', 'frying pan', 'mixing bowl', 'oil filter']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.58,0.475,0.58,0.001,0.528,935,193
cabbage,12,"['oil filter', 'artichoke', 'damselfly', 'hamster', 'grocery store']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7200000000000001,0.692,0.72,0.001,0.706,936,366
broccoli,7,"['cauliflower', 'oil filter', 'tennis ball', 'zucchini', 'bell pepper']","[0.18, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999998,0.6999999999999998,0.673,0.7,0.001,0.686,937,614
cauliflower,4,"['mashed potatoes', 'cabbage', 'mixing bowl', 'pineapple']","[0.04, 0.04, 0.02, 0.02]",4.68375338513738e-16,0.88,0.638,0.88,0.001,0.759,938,230
zucchini,7,"['cucumber', 'bell pepper', 'sulphur crested cockatoo', 'slug', 'oil filter']","[0.16, 0.04, 0.02, 0.02, 0.02]",1.4286267334338292,0.7,0.417,0.7,0.002,0.558,939,539
spaghetti squash,23,"['lemon', 'carbonara', 'butternut squash', 'orange', 'dough']","[0.26, 0.1, 0.06, 0.06, 0.06]",1.3627927530355548,0.0,0.0,0.0,0.0,0.0,940,0
acorn squash,15,"['zucchini', 'snail', 'oil filter', 'plate', 'butternut squash']","[0.18, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5,0.4599999999999999,0.793,0.46,0.001,0.626,941,105
butternut squash,22,"['oil filter', 'orange', 'hot dog', 'lemon', 'snail']","[0.08, 0.08, 0.04, 0.04, 0.02]",0.1111111111111111,0.4,0.714,0.4,0.001,0.557,942,90
cucumber,8,"['zucchini', 'granny smith apple', 'bell pepper', 'american alligator', 'leafhopper']","[0.2799999999999999, 0.08, 0.06, 0.02, 0.02]",1.291736284860293,0.4800000000000001,0.393,0.48,0.001,0.436,943,609
artichoke,7,"['oil filter', 'cardoon', 'bee', 'ice cream', 'cabbage']","[0.1, 0.06, 0.04, 0.02, 0.02]",0.7301958930821588,0.7200000000000001,0.632,0.72,0.001,0.676,944,222
bell pepper,7,"['ant', 'oil filter', 'zucchini', 'granny smith apple', 'strawberry']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8599999999999999,0.606,0.86,0.001,0.733,945,458
cardoon,4,"['artichoke', 'bee', 'oil filter', 'gossamer winged butterfly']","[0.16, 0.04, 0.04, 0.02]",1.0776051731391263,0.74,0.725,0.74,0.001,0.732,946,258
mushroom,6,"['agaric', 'bolete', 'praying mantis', 'artichoke', 'coral fungus']","[0.38, 0.1399999999999999, 0.02, 0.02, 0.02]",1.150049335661531,0.4,0.131,0.4,0.003,0.266,947,2004
granny smith apple,8,"['cliff', 'ladybug', 'oil filter', 'cucumber', 'hot dog']","[0.08, 0.06, 0.04, 0.04, 0.02]",0.2715454178836398,0.7,0.479,0.7,0.001,0.589,948,1787
strawberry,10,"['granny smith apple', 'hand held computer', 'oil filter', 'sea anemone', 'starfish']","[0.08, 0.06, 0.04, 0.02, 0.02]",0.3631734744194302,0.68,0.415,0.68,0.002,0.548,949,1629
orange,7,"['lemon', 'oil filter', 'tractor', 'bagel', 'bell pepper']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.7799999999999999,0.398,0.78,0.002,0.589,950,1033
lemon,7,"['orange', 'sulphur crested cockatoo', 'shopping basket', 'tennis ball', 'granny smith apple']","[0.26, 0.02, 0.02, 0.02, 0.02]",1.499999999999999,0.6200000000000001,0.348,0.62,0.002,0.484,951,958
fig,16,"['granny smith apple', 'oil filter', 'lemon', 'zucchini', 'cucumber']","[0.1399999999999999, 0.12, 0.06, 0.04, 0.04]",0.3900528774186509,0.32,0.941,0.32,0.0,0.63,952,54
pineapple,7,"['oil filter', 'carolina anole', 'lighter', 'mashed potatoes', 'zucchini']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8199999999999998,0.745,0.82,0.001,0.782,953,944
banana,7,"['oil filter', 'orange', 'mashed potatoes', 'broccoli', 'granny smith apple']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8200000000000002,0.577,0.82,0.001,0.698,954,1118
jackfruit,7,"['lemon', 'oil filter', 'tennis ball', 'cabbage', 'artichoke']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.84,0.778,0.84,0.001,0.809,955,158
cherimoya custard apple,19,"['artichoke', 'oil filter', 'ruler measuring stick', 'guacamole', 'cauliflower']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.4400000000000001,0.957,0.44,0.0,0.698,956,52
pomegranate,9,"['granny smith apple', 'coffee mug', 'pill bottle', 'strainer', 'strawberry']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8000000000000002,0.755,0.8,0.001,0.778,957,269
hay,5,"['oil filter', 'german shorthaired pointer', 'spiral or coil', 'maze', 'police van']","[0.22, 0.02, 0.02, 0.02, 0.02]",1.4999999999999991,0.7,0.714,0.7,0.001,0.707,958,340
carbonara,7,"['wok', 'bakery', 'barbershop', 'menu', 'broccoli']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8400000000000001,0.764,0.84,0.001,0.802,959,163
chocolate syrup,17,"['plate', 'ice cream', 'oil filter', 'tick', 'bakery']","[0.12, 0.06, 0.04, 0.02, 0.02]",0.9704949588309452,0.5,0.41,0.5,0.001,0.455,960,385
dough,23,"['oil filter', 'bakery', 'mixing bowl', 'baguette', 'pizza']","[0.1399999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.5000000000000004,0.1999999999999999,0.263,0.2,0.001,0.232,961,377
meatloaf,19,"['mashed potatoes', 'oil filter', 'plate', 'cucumber', 'wok']","[0.18, 0.1, 0.06, 0.06, 0.04]",1.0038803488549688,0.22,0.611,0.22,0.0,0.416,962,39
pizza,9,"['oil filter', 'centipede', 'fox squirrel', 'beer bottle', 'restaurant']","[0.1, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.7400000000000001,0.536,0.74,0.001,0.638,963,1699
pot pie,12,"['oil filter', 'dough', 'mixing bowl', 'bagel', 'cauliflower']","[0.08, 0.08, 0.06, 0.06, 0.04]",-0.3436215967445463,0.5,0.806,0.5,0.001,0.653,964,195
burrito,16,"['oil filter', 'ice cream', 'beer bottle', 'plate', 'poke bonnet']","[0.1, 0.08, 0.04, 0.04, 0.02]",0.3477670622469954,0.5,0.893,0.5,0.001,0.696,965,220
red wine,15,"['oil filter', 'wine bottle', 'beer bottle', 'beer glass', 'diaper']","[0.2, 0.1399999999999999, 0.02, 0.02, 0.02]",0.5929270612815709,0.4000000000000001,0.571,0.4,0.001,0.486,966,368
espresso,12,"['tea cup', 'beer glass', 'coffeemaker', 'mixing bowl', 'metal nail']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.5599999999999999,0.538,0.56,0.001,0.549,967,528
tea cup,18,"['coffee mug', 'mixing bowl', 'oil filter', 'plate', 'ice cream']","[0.26, 0.16, 0.1, 0.04, 0.04]",0.6224296890804154,0.12,0.188,0.12,0.001,0.154,968,1757
eggnog,25,"['oil filter', 'mixing bowl', 'bottle cap', 'trifle', 'beer bottle']","[0.1999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.3608927294433226,0.2399999999999999,0.4,0.24,0.001,0.32,969,130
mountain,5,"['oil filter', 'snowmobile', 'llama', 'mountain bike', 'valley']","[0.8999999999999999, 0.04, 0.02, 0.02, 0.02]",1.4981784629784132,0.0,0.0,0.0,0.0,0.0,970,246777
bubble,11,"['oil filter', 'lipstick', 'spider web', 'balloon', 'bra']","[0.2, 0.04, 0.04, 0.02, 0.02]",1.4366055002620477,0.5599999999999999,0.651,0.56,0.001,0.606,971,339
cliff,7,"['oil filter', 'dam', 'valley', 'backpack', 'cliff dwelling']","[0.7600000000000001, 0.08, 0.06, 0.02, 0.02]",1.4755891704708075,0.02,0.042,0.02,0.0,0.031,972,1337
coral reef,12,"['brain coral', 'goldfish', 'loggerhead sea turtle', 'sea anemone', 'flatworm']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.6800000000000002,0.283,0.68,0.002,0.482,973,716
geyser,3,"['oil filter', 'fountain', 'electrical switch']","[0.18, 0.04, 0.02]",0.6654688661238356,0.7600000000000001,0.974,0.76,0.001,0.867,974,431
lakeshore,5,"['oil filter', 'goose', 'fountain', 'palace', 'sandbar']","[0.9199999999999998, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.5000000000000009,0.0,0.0,0.0,0.0,0.0,975,219884
promontory,3,"['oil filter', 'breakwater', 'cliff']","[0.84, 0.0199999999999999, 0.0199999999999999]",0.7071067811865472,0.1199999999999999,0.667,0.12,0.0,0.394,976,1321
sandbar,7,"['oil filter', 'umbrella', 'pelican', 'motorboat', 'sailboat']","[0.8, 0.04, 0.02, 0.02, 0.02]",1.4976807822729972,0.06,0.333,0.06,0.0,0.196,977,827
beach,10,"['oil filter', 'umbrella', 'sandbar', 'kite bird of prey', 'nile crocodile']","[0.74, 0.04, 0.04, 0.02, 0.02]",1.496285474446441,0.04,0.4,0.04,0.0,0.22,978,844
valley,1,['oil filter'],[0.94],0.0,0.06,0.375,0.06,0.0,0.218,979,711
volcano,3,"['oil filter', 'dough', 'geyser']","[0.64, 0.02, 0.02]",0.7071067811865478,0.32,1.0,0.32,0.0,0.66,980,227
baseball player,4,"['oil filter', 'baseball', 'football helmet', 'scoreboard']","[0.52, 0.04, 0.02, 0.02]",1.1496954025275852,0.4000000000000001,0.625,0.4,0.001,0.512,981,533
bridegroom,11,"['oil filter', 'gown', 'military hat bearskin or shako', 'diaper', 'hair clip']","[0.6200000000000001, 0.08, 0.02, 0.02, 0.02]",1.4647502140275712,0.12,0.667,0.12,0.0,0.394,982,6134
scuba diver,6,"['oxygen mask', 'snorkel', 'oil filter', 'loggerhead sea turtle', 'gas mask or respirator']","[0.48, 0.12, 0.08, 0.02, 0.02]",1.3248449668736073,0.26,0.619,0.26,0.0,0.44,983,559
rapeseed,5,"['bee', 'common sorrel horse', 'freight car', 'oil filter', 'bell pepper']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.9,0.978,0.9,0.001,0.939,984,124
daisy,4,"['bee', 'oil filter', 'sea anemone', 'brain coral']","[0.1399999999999999, 0.06, 0.02, 0.02]",0.8164965809277259,0.7600000000000001,0.905,0.76,0.001,0.832,985,339
yellow ladys slipper,1,['banana'],[0.02],0.0,0.98,0.98,0.98,0.001,0.98,986,59
corn,12,"['corn cob', 'cauliflower', 'bakery', 'brass memorial plaque', 'oil filter']","[0.7600000000000001, 0.04, 0.02, 0.02, 0.02]",1.4974229414458418,0.0,0.0,0.0,0.0,0.0,987,0
acorn,11,"['mushroom', 'oil filter', 'box turtle', 'sea anemone', 'snail']","[0.12, 0.04, 0.02, 0.02, 0.02]",1.362792753035554,0.6600000000000001,0.717,0.66,0.001,0.688,988,98
rose hip,14,"['strawberry', 'orange', 'ladybug', 'fly', 'ant']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.6600000000000001,0.327,0.66,0.002,0.494,989,503
horse chestnut seed,12,"['oil filter', 'acorn', 'centipede', 'snail', 'pomegranate']","[0.18, 0.1, 0.06, 0.04, 0.04]",0.9593861448050256,0.44,0.846,0.44,0.001,0.643,990,33
coral fungus,2,"['mushroom', 'butternut squash']","[0.04, 0.02]",1.030425744730223e-15,0.94,0.701,0.94,0.001,0.82,991,241
agaric,4,"['mushroom', 'oil filter', 'ant', 'bolete']","[0.0799999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.8164965809277263,0.84,0.618,0.84,0.001,0.729,992,336
gyromitra,5,"['mushroom', 'oil filter', 'ocarina', 'rotisserie', 'bolete']","[0.1399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4035141563500917,0.7599999999999999,0.974,0.76,0.001,0.867,993,102
stinkhorn mushroom,16,"['mushroom', 'starfish', 'oil filter', 'crayfish', 'centipede']","[0.2399999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",1.3671451223669593,0.36,0.947,0.36,0.0,0.654,994,51
earth star fungus,4,"['mushroom', 'snail', 'hermit crab', 'hook']","[0.22, 0.02, 0.02, 0.02]",1.1547005383792517,0.7200000000000001,0.818,0.72,0.001,0.769,995,22
hen of the woods mushroom,13,"['mushroom', 'coral fungus', 'oil filter', 'african rock python', 'rock crab']","[0.5800000000000001, 0.16, 0.06, 0.02, 0.02]",1.3005487343152973,0.0,0.0,0.0,0.0,0.0,996,0
