classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
otter,26,"['duck', 'otterhound', 'marmot', 'beaver', 'american dipper']","[0.2599999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",1.3671451223669588,0.0199999999999999,0.25,0.02,0.0,0.135,360,360,1300
skunk,26,"['velvet fabric', 'redbone coonhound', 'spotlight', 'ostrich', 'black grouse']","[0.1399999999999999, 0.06, 0.06, 0.02, 0.02]",0.912870929175276,0.2799999999999999,0.5,0.28,0.001,0.39,361,361,1300
badger,37,"['wombat', 'skunk', 'wild boar', 'spotlight', 'velvet fabric']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.02,1.0,0.02,0.0,0.51,362,362,1300
armadillo,25,"['ruffed grouse', 'acorn', 'newt', 'komodo dragon', 'duck']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3631734744194298,0.2399999999999999,0.667,0.24,0.0,0.454,363,363,1300
three toed sloth,18,"['sloth bear', 'howler monkey', 'gibbon', 'indri', 'bald eagle']","[0.16, 0.16, 0.1, 0.04, 0.02]",-0.0900800146826897,0.26,0.867,0.26,0.0,0.564,364,364,1300
orangutan,34,"['spotlight', 'white headed capuchin', 'australian kelpie', 'dhole', 'howler monkey']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.1399999999999999,0.875,0.14,0.0,0.508,365,365,1300
gorilla,23,"['velvet fabric', 'groenendael dog', 'sloth bear', 'siamang', 'howler monkey']","[0.1, 0.06, 0.06, 0.06, 0.06]",1.4999999999999982,0.1399999999999999,0.538,0.14,0.0,0.339,366,366,1300
chimpanzee,24,"['groenendael dog', 'gorilla', 'velvet fabric', 'flat coated retriever', 'australian kelpie']","[0.08, 0.08, 0.08, 0.06, 0.06]",-0.4082482904638637,0.08,1.0,0.08,0.0,0.54,367,367,1300
gibbon,26,"['spotlight', 'howler monkey', 'sloth bear', 'white headed capuchin', 'chain link fence']","[0.1, 0.08, 0.06, 0.06, 0.06]",0.8437500000000009,0.08,0.07,0.08,0.001,0.075,368,368,1300
siamang,25,"['groenendael dog', 'gibbon', 'velvet fabric', 'flat coated retriever', 'australian kelpie']","[0.0999999999999999, 0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999]",-0.2115471544831128,0.0999999999999999,0.172,0.1,0.001,0.136,369,369,1300
guenon,24,"['white headed capuchin', 'titi monkey', 'gibbon', 'baboon', 'marmoset']","[0.12, 0.08, 0.06, 0.06, 0.06]",1.1500493356615291,0.16,0.571,0.16,0.0,0.366,370,370,1300
patas monkey,33,"['white headed capuchin', 'marmoset', 'dingo', 'dhole', 'alpine ibex']","[0.18, 0.08, 0.06, 0.04, 0.04]",1.2181208646399406,0.0,0.0,0.0,0.0,0.0,371,371,1300
baboon,28,"['wild boar', 'leonberger', 'sloth bear', 'tibetan mastiff', 'bighorn sheep']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3631734744194298,0.1599999999999999,0.4,0.16,0.0,0.28,372,372,1300
macaque,23,"['white headed capuchin', 'spotlight', 'cardboard box  carton', 'borzoi', 'groenendael dog']","[0.2799999999999999, 0.08, 0.06, 0.04, 0.04]",1.4041361559098111,0.02,0.5,0.02,0.0,0.26,373,373,1300
langur,37,"['affenpinscher', 'spotlight', 'dingo', 'white headed capuchin', 'howler monkey']","[0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.5929270612815715,0.0,0.0,0.0,0.0,0.0,374,374,1300
black and white colobus,23,"['gibbon', 'military hat bearskin or shako', 'velvet fabric', 'vulture', 'guenon']","[0.1399999999999999, 0.08, 0.08, 0.06, 0.06]",1.1642636431747186,0.08,1.0,0.08,0.0,0.54,375,375,1300
proboscis monkey,19,"['white headed capuchin', 'brussels griffon', 'spotlight', 'dingo', 'gibbon']","[0.2399999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",1.436605500262048,0.0799999999999999,0.8,0.08,0.0,0.44,376,376,1300
marmoset,27,"['white headed capuchin', 'cardboard box  carton', 'newt', 'military hat bearskin or shako', 'restaurant']","[0.1399999999999999, 0.08, 0.04, 0.04, 0.04]",1.026999605698155,0.22,0.239,0.22,0.001,0.229,377,377,1300
white headed capuchin,22,"['howler monkey', 'sloth bear', 'velvet fabric', 'platypus', 'border terrier']","[0.16, 0.06, 0.04, 0.02, 0.02]",1.218120864639941,0.36,0.141,0.36,0.003,0.25,378,378,1300
howler monkey,15,"['siamang', 'sloth bear', 'coucal', 'groenendael dog', 'white headed capuchin']","[0.1, 0.08, 0.06, 0.06, 0.04]",0.2715454178836392,0.4599999999999999,0.258,0.46,0.002,0.359,379,379,1300
titi monkey,18,"['white headed capuchin', 'howler monkey', 'marmoset', 'american dipper', 'newt']","[0.2799999999999999, 0.18, 0.1, 0.04, 0.04]",0.58738456717026,0.08,0.2,0.08,0.0,0.14,380,380,1300
geoffroys spider monkey,30,"['howler monkey', 'sloth bear', 'coucal', 'white headed capuchin', 'velvet fabric']","[0.1, 0.08, 0.06, 0.06, 0.06]",0.8437500000000009,0.06,0.3,0.06,0.0,0.18,381,381,1300
common squirrel monkey,22,"['white headed capuchin', 'dingo', 'marmoset', 'spotlight', 'newt']","[0.2799999999999999, 0.06, 0.06, 0.06, 0.04]",1.4716835597945703,0.06,1.0,0.06,0.0,0.53,382,382,1300
ring tailed lemur,25,"['spotlight', 'wallaby', 'sulphur crested cockatoo', 'mitten', 'shoji screen  room divider']","[0.24, 0.08, 0.04, 0.04, 0.04]",1.362792753035554,0.1399999999999999,0.583,0.14,0.0,0.362,383,383,1300
indri,21,"['gibbon', 'howler monkey', 'groenendael dog', 'velvet fabric', 'american dipper']","[0.2, 0.08, 0.06, 0.06, 0.04]",1.321086967875272,0.12,0.3,0.12,0.0,0.21,384,384,1300
asian elephant,29,"['tusker', 'bullock cart', 'chesapeake bay retriever', 'water buffalo', 'arabian camel']","[0.2, 0.1399999999999999, 0.04, 0.04, 0.04]",0.6464196893953265,0.02,0.071,0.02,0.0,0.046,385,385,1300
african bush elephant,15,"['tusker', 'asian elephant', 'water buffalo', 'arabian camel', 'black grouse']","[0.5, 0.08, 0.04, 0.04, 0.02]",1.458517556052727,0.12,0.857,0.12,0.0,0.488,386,386,1300
red panda,15,"['spotlight', 'teddy bear', 'tibetan mastiff', 'dhole', 'howler monkey']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.52,0.929,0.52,0.001,0.724,387,387,1300
giant panda,14,"['spotlight', 'military hat bearskin or shako', 'teddy bear', 'sloth bear', 'cardboard box  carton']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.52,0.788,0.52,0.001,0.654,388,388,1300
snoek fish,22,"['poncho', 'shoji screen  room divider', 'hammerhead shark', 'red admiral butterfly', 'one piece bathing suit']","[0.0999999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.2115471544831142,0.3199999999999999,0.176,0.32,0.002,0.248,389,389,1300
eel,24,"['sea cucumber', 'sea snake', 'chiton', 'stingray', 'flatworm']","[0.1399999999999999, 0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3900528774186515,0.18,0.067,0.18,0.003,0.124,390,390,1165
silver salmon,21,"['snoek fish', 'shoji screen  room divider', 'sturgeon', 't shirt', 'plastic bag']","[0.22, 0.12, 0.08, 0.06, 0.04]",0.9293262751691936,0.1,0.104,0.1,0.001,0.102,391,391,1300
rock beauty fish,12,"['electric ray', 'goldfish', 'sea snake', 'sea slug', 'pufferfish']","[0.22, 0.2, 0.12, 0.1, 0.1]",0.3955562317756371,0.0,0.0,0.0,0.002,0.0,392,392,969
clownfish,17,"['sea anemone', 'goldfish', 'sea cucumber', 'snorkel', 'coral fungus']","[0.2, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.4,0.833,0.4,0.0,0.616,393,393,1300
sturgeon,30,"['shoji screen  room divider', 'stretcher', 'electric ray', 'red admiral butterfly', 'gar fish']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.18,0.091,0.18,0.002,0.136,394,394,1300
gar fish,25,"['snoek fish', 'sturgeon', 'eel', 'swimming cap', 't shirt']","[0.1599999999999999, 0.1399999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3955562317756366,0.1599999999999999,0.163,0.16,0.001,0.162,395,395,1300
lionfish,16,"['sea anemone', 'isopod', 'sea urchin', 'chiton', 'coral fungus']","[0.18, 0.18, 0.1399999999999999, 0.12, 0.04]",-0.8163607336646123,0.12,0.75,0.12,0.0,0.435,396,396,1300
pufferfish,19,"['sea cucumber', 'goldfish', 'sea snake', 'silver salmon', 'swimming cap']","[0.1199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.1642636431747202,0.36,0.333,0.36,0.001,0.347,397,397,1300
abacus,32,"['cardboard box  carton', 'tray', 'plate rack', 'scoreboard', 'stage']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",-0.3436215967445452,0.1399999999999999,0.636,0.14,0.0,0.388,398,398,1300
abaya,24,"['cloak', 'balaclava ski mask', 'trench coat', 'velvet fabric', 'bridegroom']","[0.08, 0.06, 0.06, 0.06, 0.06]",1.4999999999999991,0.26,0.52,0.26,0.001,0.39,399,399,1300
academic gown,18,"['bridegroom', 'shoji screen  room divider', 'cornet', 'graduation cap', 'red admiral butterfly']","[0.26, 0.22, 0.08, 0.08, 0.04]",0.3825688729251943,0.0,0.0,0.0,0.0,0.0,400,400,1300
accordion,25,"['shoji screen  room divider', 'velvet fabric', 'harmonica', 'crate', 'projector']","[0.24, 0.08, 0.06, 0.04, 0.04]",1.361323120053112,0.1399999999999999,0.583,0.14,0.0,0.362,401,401,1300
acoustic guitar,25,"['electric guitar', 'stage', 'shoji screen  room divider', 'redbone coonhound', 'cornet']","[0.1, 0.1, 0.08, 0.04, 0.04]",-0.2115471544831132,0.22,0.55,0.22,0.0,0.385,402,402,1300
aircraft carrier,12,"['dock', 'red admiral butterfly', 'military aircraft', 'drilling rig', 'promontory']","[0.2999999999999999, 0.22, 0.18, 0.04, 0.04]",0.0261883108951466,0.08,0.571,0.08,0.0,0.325,403,403,1300
airliner,3,"['military aircraft', 'dock', 'container ship']","[0.0999999999999999, 0.0399999999999999, 0.0199999999999999]",0.5280049792181881,0.84,0.408,0.84,0.002,0.624,404,404,1300
airship,22,"['airliner', 'kite bird of prey', 'parachute', 'rugby ball', 'flagpole']","[0.1399999999999999, 0.12, 0.06, 0.06, 0.04]",0.3752617725750062,0.24,0.171,0.24,0.001,0.206,405,405,1300
altar,12,"['palace', 'church', 'movie theater', 'cornet', 'dome']","[0.2199999999999999, 0.0799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.208902508580453,0.4999999999999999,0.102,0.5,0.005,0.301,406,406,1300
ambulance,8,"['minibus', 'moving van', 'police van', 'airliner', 'fire truck']","[0.26, 0.08, 0.04, 0.02, 0.02]",1.2985290029050784,0.52,0.605,0.52,0.001,0.562,407,407,1300
amphibious vehicle,20,"['tank', 'half track', 'shipwreck', 'garbage truck', 'basketball']","[0.1999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",1.2939423257140452,0.3199999999999999,0.176,0.32,0.002,0.248,408,408,1300
analog clock,23,"['digital clock', 'wall clock', 'digital watch', 'perfume', 'stopwatch']","[0.1999999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.0736207227160042,0.2199999999999999,0.393,0.22,0.001,0.306,409,409,1292
apiary,17,"['crate', 'cardboard box  carton', 'patio', 'plastic bag', 'shoji screen  room divider']","[0.18, 0.08, 0.08, 0.08, 0.08]",1.5,0.22,0.314,0.22,0.001,0.267,410,410,1300
apron,17,"['baby bib', 'pajamas', 'tights', 'scarf', 'overskirt']","[0.1399999999999999, 0.1, 0.08, 0.08, 0.06]",0.7500308204401269,0.24,0.11,0.24,0.002,0.175,411,411,1300
trash can,30,"['mailbox', 't shirt', 'shoji screen  room divider', 'skunk', 'altar']","[0.08, 0.06, 0.06, 0.02, 0.02]",-0.1111111111111108,0.26,0.146,0.26,0.002,0.203,412,412,1300
assault rifle,27,"['rifle', 'shoji screen  room divider', 'mountain', 'military hat bearskin or shako', 'tandem bicycle']","[0.1199999999999999, 0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.2961528510345604,0.1399999999999999,0.333,0.14,0.0,0.237,413,413,1300
backpack,24,"['shoji screen  room divider', 'messenger bag', 'stretcher', 'baby bib', 't shirt']","[0.1399999999999999, 0.06, 0.06, 0.04, 0.04]",1.286470061706137,0.2,0.132,0.2,0.002,0.166,414,414,1300
bakery,28,"['butcher shop', 'restaurant', 'ice cream', 'altar', 'drumstick']","[0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",-0.4082482904638629,0.0599999999999999,0.083,0.06,0.001,0.072,415,415,1300
balance beam,15,"['volleyball', 'miniskirt', 'shoji screen  room divider', 'basketball', 'stretcher']","[0.3999999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",1.4528316444030624,0.0199999999999999,0.013,0.02,0.002,0.016,416,416,1300
balloon,13,"['airship', 'kite bird of prey', 'parachute', 'academic gown', 'dome']","[0.1399999999999999, 0.04, 0.04, 0.02, 0.02]",1.3532751773025922,0.5800000000000001,0.5,0.58,0.001,0.54,417,417,1300
ballpoint pen,32,"['syringe', 'product packet  packaging', 'cardboard box  carton', 'slide rule', 'ring binder']","[0.1, 0.08, 0.06, 0.06, 0.04]",0.2715454178836392,0.04,0.5,0.04,0.0,0.27,418,418,1236
band aid,27,"['redbone coonhound', 'product packet  packaging', 'metal nail', 'hand held computer', 'ocarina']","[0.12, 0.1, 0.08, 0.04, 0.04]",0.0351562500000006,0.12,0.154,0.12,0.001,0.137,419,419,1300
banjo,17,"['shoji screen  room divider', 'cornet', 'red admiral butterfly', 'redbone coonhound', 'bassinet']","[0.2799999999999999, 0.16, 0.08, 0.06, 0.06]",0.9306774221797702,0.04,0.5,0.04,0.0,0.27,420,420,1300
baluster  handrail,24,"['bell tower', 'turnstile', 'parallel bars', 'restaurant', 'crate']","[0.1, 0.1, 0.06, 0.06, 0.04]",0.1111111111111109,0.24,0.375,0.24,0.001,0.308,421,421,1300
barbell,28,"['plunger', 'stretcher', 'volleyball', 'shoji screen  room divider', 't shirt']","[0.1399999999999999, 0.1399999999999999, 0.1, 0.08, 0.04]",-0.3513641844631549,0.02,0.111,0.02,0.0,0.066,422,422,1300
barber chair,31,"['barbershop', 'monastery', 'military hat bearskin or shako', 'cardboard box  carton', 'messenger bag']","[0.16, 0.06, 0.04, 0.04, 0.04]",1.4035141563500906,0.1,0.714,0.1,0.0,0.407,423,423,1300
barbershop,25,"['shoji screen  room divider', 'cardboard box  carton', 'bakery', 'traffic or street sign', 'cornet']","[0.12, 0.08, 0.06, 0.06, 0.04]",0.7500308204401281,0.18,0.112,0.18,0.002,0.146,424,424,1300
barn,12,"['boathouse', 'sawmill', 'airship', 'bell tower', 'cardboard box  carton']","[0.2, 0.08, 0.02, 0.02, 0.02]",1.1500493356615291,0.52,0.867,0.52,0.001,0.694,425,425,1300
barometer,14,"['weighing scale', 'analog clock', 'stopwatch', 'sundial', 'bolo tie']","[0.1, 0.04, 0.04, 0.04, 0.02]",1.1731251294063554,0.5800000000000001,0.5,0.58,0.001,0.54,426,426,1199
barrel,29,"['sawmill', 'bucket', 'rain barrel', 'trash can', 'balloon']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.34,0.63,0.34,0.001,0.485,427,427,1300
wheelbarrow,34,"['farm plow', 'bucket', 'rickshaw', 'backpack', 'cradle']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.08,0.125,0.08,0.001,0.103,428,428,1300
baseball,18,"['baseball player', 'partridge', 'volleyball', 'goose', 'chiton']","[0.2199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999]",1.2864700617061369,0.36,0.75,0.36,0.0,0.555,429,429,1300
basketball,12,"['volleyball', 't shirt', 'shoji screen  room divider', 'tights', 'redbone coonhound']","[0.5599999999999999, 0.12, 0.1, 0.04, 0.02]",1.3733277879788457,0.02,0.018,0.02,0.001,0.019,430,430,1300
bassinet,21,"['diaper', 'quilt', 'poke bonnet', 'pajamas', 'apron']","[0.18, 0.08, 0.06, 0.04, 0.02]",1.039188922370416,0.2999999999999999,0.146,0.3,0.002,0.223,431,431,1300
bassoon,26,"['shoji screen  room divider', 'military hat bearskin or shako', 'cornet', 'oboe', 'redbone coonhound']","[0.18, 0.08, 0.08, 0.08, 0.06]",1.3703729243142675,0.02,0.167,0.02,0.0,0.094,432,432,1300
swimming cap,20,"['volleyball', 'redbone coonhound', 'bikini', 'shower cap', 'poke bonnet']","[0.1, 0.08, 0.06, 0.06, 0.04]",0.2715454178836392,0.26,0.206,0.26,0.001,0.233,433,433,1300
bath towel,23,"['redbone coonhound', 'poke bonnet', 'handkerchief', 'diaper', 'pillow']","[0.1199999999999999, 0.1199999999999999, 0.0999999999999999, 0.0799999999999999, 0.0799999999999999]",0.0,0.0199999999999999,0.333,0.02,0.0,0.177,434,434,1300
bathtub,21,"['redbone coonhound', 'swimming cap', 'hot tub', 'cardboard box  carton', 'cradle']","[0.2, 0.1, 0.08, 0.06, 0.06]",1.2181208646399406,0.1,0.089,0.1,0.001,0.094,435,435,1300
station wagon,19,"['convertible', 'minivan', 'pickup truck', 'police van', 'tow truck']","[0.1399999999999999, 0.08, 0.06, 0.06, 0.06]",1.2909944487358056,0.2799999999999999,0.583,0.28,0.0,0.432,436,436,1300
lighthouse,16,"['breakwater', 'castle', 'water tower', 'lakeshore', 'boathouse']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.5800000000000001,0.558,0.58,0.001,0.569,437,437,1300
beaker,36,"['oxygen mask', 'cocktail shaker', 't shirt', 'perfume', 'whiskey jug']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.16,0.182,0.16,0.001,0.171,438,438,1300
military hat bearskin or shako,20,"['appenzeller sennenhund', 'cornet', 'maypole', 'trench coat', 'backpack']","[0.1399999999999999, 0.12, 0.06, 0.06, 0.04]",0.3752617725750062,0.24,0.075,0.24,0.003,0.158,439,439,1209
beer bottle,23,"['soda bottle', 'cardboard box  carton', 'product packet  packaging', 'hockey puck', 'abacus']","[0.1, 0.06, 0.04, 0.04, 0.02]",0.7500308204401289,0.38,0.268,0.38,0.001,0.324,440,440,1300
beer glass,22,"['beer bottle', 'cocktail shaker', 'redbone coonhound', 'goblet', 't shirt']","[0.18, 0.16, 0.06, 0.04, 0.04]",0.3989370954092972,0.1399999999999999,0.5,0.14,0.0,0.32,441,441,1300
bell tower,16,"['monastery', 'palace', 'castle', 'guillotine', 'triumphal arch, arch of orange, arch of titus']","[0.32, 0.18, 0.12, 0.06, 0.06]",0.8230906386175934,0.0,0.0,0.0,0.002,0.0,442,442,1300
baby bib,20,"['redbone coonhound', 'diaper', 'product packet  packaging', 'swimming cap', 'handkerchief']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.4,0.107,0.4,0.004,0.254,443,443,1300
tandem bicycle,12,"['unicycle', 'tricycle', 'mountain bike', 'stretcher', 'rickshaw']","[0.18, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.2621071358631282,0.4399999999999999,0.344,0.44,0.001,0.392,444,444,1300
bikini,16,"['redbone coonhound', 'one piece bathing suit', 'volleyball', 'hair wig', 'red admiral butterfly']","[0.36, 0.06, 0.04, 0.04, 0.02]",1.4638560913604302,0.26,0.181,0.26,0.001,0.22,445,445,1300
ring binder,25,"['dust jacket', 'handkerchief', 'crt monitor', 'cardboard box  carton', 'desk']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.22,0.244,0.22,0.001,0.232,446,446,1300
binoculars,34,"['mortar and pestle', 'balaclava ski mask', 'cornet', 'pole', 'projector']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.04,0.133,0.04,0.0,0.087,447,447,1300
birdhouse,23,"['storage chest', 'monastery', 'bell tower', 'cardboard box  carton', 'bell or wind chime']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.2999999999999999,0.682,0.3,0.0,0.491,448,448,1300
boathouse,15,"['dock', 'lakeshore', 'apiary', 'barn', 'dining table']","[0.18, 0.06, 0.02, 0.02, 0.02]",1.2909944487358054,0.5000000000000001,0.301,0.5,0.002,0.4,449,449,1300
bobsleigh,25,"['t shirt', 'race car', 'ski', 'airliner', 'snowmobile']","[0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",-0.4082482904638629,0.1199999999999999,0.24,0.12,0.001,0.18,450,450,1300
bolo tie,31,"['necklace', 'baby bib', 'purse', 'throne', 'chiton']","[0.1199999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.304047329369509,0.2199999999999999,0.151,0.22,0.001,0.186,451,451,1300
poke bonnet,26,"['velvet fabric', 'redbone coonhound', 'chiton', 'baby bib', 'cardigan']","[0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.5929270612815715,0.1999999999999999,0.063,0.2,0.003,0.132,452,452,1300
bookcase,17,"['bookstore', 'crate', 'altar', 'library', 'dust jacket']","[0.1399999999999999, 0.0999999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999]",0.750030820440128,0.2599999999999999,0.65,0.26,0.0,0.455,453,453,1300
bookstore,20,"['restaurant', 'cardboard box  carton', 'barbershop', 'shoji screen  room divider', 'toy store']","[0.1599999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.362792753035554,0.1999999999999999,0.286,0.2,0.001,0.243,454,454,1300
bottle cap,22,"['hockey puck', 'necklace', 'product packet  packaging', 'chiton', 'cardboard box  carton']","[0.12, 0.1, 0.1, 0.06, 0.06]",-0.1111111111111122,0.16,0.286,0.16,0.001,0.223,455,455,1300
hunting bow,34,"['drum', 'maypole', 'scabbard', 'shoji screen  room divider', 'swing']","[0.06, 0.06, 0.06, 0.06, 0.06]",0.0,0.0,0.0,0.0,0.0,0.0,456,456,1300
bow tie,25,"['shoji screen  room divider', 'red admiral butterfly', 'bridegroom', 'cornet', 'lab coat']","[0.16, 0.12, 0.1, 0.06, 0.06]",0.3513641844631528,0.06,0.375,0.06,0.0,0.218,457,457,1300
brass memorial plaque,16,"['product packet  packaging', 'ruler measuring stick', 'cardboard box  carton', 'apiary', 'chainsaw']","[0.2, 0.1, 0.04, 0.02, 0.02]",0.9438510039004178,0.4,0.69,0.4,0.001,0.545,458,458,1300
bra,17,"['redbone coonhound', 'bikini', 'one piece bathing suit', 'graduation cap', 'product packet  packaging']","[0.1399999999999999, 0.1399999999999999, 0.04, 0.04, 0.04]",0.4082482904638628,0.34,0.63,0.34,0.001,0.485,459,459,1300
breakwater,20,"['lighthouse', 'dock', 'beach', 'cliff dwelling', 'dam']","[0.1, 0.08, 0.08, 0.04, 0.04]",-0.1111111111111114,0.2799999999999999,0.237,0.28,0.001,0.258,460,460,1300
breastplate,29,"['cuirass', 'pickelhaube', 'red admiral butterfly', 'clogs', 'shoji screen  room divider']","[0.22, 0.12, 0.04, 0.04, 0.04]",0.9442193396379166,0.06,0.115,0.06,0.001,0.088,461,461,1300
